last update,admin1,admin2,admin3,admin4,pcode_sites,governorate,district,sub_district,community,"cluster ",site_name,gps_coordinates,site_type,site_size,total_idp_individuals,total_idp_families,male_infants,female_infants,males_7_months_4_years,females_7_months_4_years,males_5_12_years,females_5_12_years,males_13_17_years,females_13_17_years,males_18_35_years,females_18_35_years,males_over_60_years,females_over_60_years,main_source_of_population_info,specify_source_of_pop_info,original_place_of_idps,governorate_first_origin,district_first_origin,subdistrict_first_origin,governorate_second_origin,district_second_origin,subdistrict_second_origin,governorate_third_origin,district_third_origin,subdistrict_third_origin,what_are_the_reasons_of_displacement,specify_other_reasons_of_displacement,is_there_only_a_single_manager,is_there_a_camp_committee,type_of_the_committee,specify_type_of_committee,percent_of_women_in_committee,percent_of_youth_in_committee,percent_of_elderly_in_committee,is_the_land_public_or_private,do_idps_pay_rent_or_perform_services,lighting_on_main_roads,lighting_in_paths_between_tents,camp_fenced,does_camp_need_fence,why_need_fence,main_roads_paved,main_roads_gravelled,paths_between_tents_paved,gravelling_underneath_tents,heating_in_idp_accomodations,what_type_power_source_available,specify_type_of_power_source_available,is_power_source_needed_in_site,what_type_power_source_needed,specify_type_of_power_source_needed,number_of_firebreaks,number_of_play_ground,number_of_multi_purp_building,designated_room_for_girls_women,is_there_a_child_friendly_space,designated_distribution_point,mobile_phone_coverage,internet_coverage,main_safety_concerns_for_idps,specify_main_safety_concerns,number_of_pregnant_women,number_of_person_with_disabilities,number_of_person_with_mental_disabilities,number_of_elderly_need_assistance,number_of_unaccompanied_children_under_17,number_of_separated_children_under_17,number_of_female_headed_hhs,number_of_children_headed_hhs,number_of_acute_or_chronically_ill_people,has_there_been_any_uxo_in_site,has_there_been_any_uxo_nearby_site,is_there_any_friction_with_host_community,is_there_any_food_distribution,type_of_food_distributed,specify_type_of_food,frequency_of_food_distribution,specify_other_frequency,what_meals_provided_in_a_day,how_much_kcal,percent_of_idps_assisted_with_food,idps_mainly_get_their_food_from,specify_source_of_food,number_of_communal_kitchens,type_and_number_of_shelters,specify_type_of_shelter,number_of_tents,number_of_caravans,number_of_makeshift_tents,number_of_buildings,number_of_mud_shelters,number_of_communal_tents,specify_number_of_other_shelter,number_of_families_without_shelter,number_of_shelters_need_repair,number_of_shelters_in_flood_prone,percent_of_idps_with_one_blanket,percent_of_person_with_mattress,percent_of_families_with_kitchen_sets,percent_of_families_with_cooking_stoves,percent_of_families_with_20l_water_container,is_there_any_fuel_distribution,what_type_fuel_distributed,how_much_fuel_provided_per_family,what_is_fuel_used_for,main_sources_of_drinking_water,specify_main_source_of_water,number_of_litres_of_water_per_person_per_day,number_of_functioning_latrines_segregated,number_of_functioning_latrines_for_male_only,number_of_functioning_latrines_for_female_only,number_of_functioning_private_latrines,number_of_functioning_segregated_showers_baths,number_of_functioning_showers_baths_male_only,number_of_functioning_showers_baths_female_only,number_of_functioning_private_bathing_facilities,number_of_hand_or_clothes_washing_station,latrine_doors_can_be_locked,lighting_in_or_near_latrines,number_of_water_tanks,water_tanks_capacity,number_of_septic_tanks,capacity_of_septic_tanks_overall,number_of_functional_water_points,is_there_any_drainage_ducts_along_roads,is_there_any_additional_drainage_ducts,is_there_any_drainage_among_tents,mainline_sewer_connection,main_means_of_solid_waste_disposal,specify_the_main_waste_disposal,is_first_aid_responders_available,is_pharmacy_or_dispensary_available,reproductive_healthcare,primary_health_care_within_2_km_available,in_the_last_2_weeks_idps_experiencing_diarrhea,in_the_last_2_weeks_idps_experiencing_fever,in_the_last_2_weeks_idps_experiencing_skin_diseases,in_the_last_2_weeks_idps_experiencing_respiratory_illness,did_the_camp_have_a_death_last_30_days,distance_in_kilometers_to_nearest_school,percent_of_school_aged_children_going_school_6_17,is_there_a_primary_school,classroom_setting_in_primary_school,specify_classroom_setting_in_primary_school,number_of_classrooms_in_primary_school,number_of_teachers_in_primary_school,number_of_students_in_primary_school,is_there_a_secondary_school,classroom_setting_in_secondary_school,specify_classroom_setting_in_secondary_school,number_of_classrooms_in_secondary_school,number_of_teachers_in_secondary_school,number_of_students_in_secondary_school,is_there_educational_activities_available,specify_type_of_educational_activities,geopoint_latitude,geopoint_longitude
Not covered,SY07,SY0703,SY070300,C4115,CP000413,Idleb/إدلب,Harim/حارم,Harim/مركز حارم,Harim/حارم,Harim/ حارم,Al Azraq/ الأزرق,"36.212593731, 36.520745569",IS,,445,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.212593731," 36.520745569"
Not covered,SY07,SY0703,SY070300,C4115,CP000414,Idleb/إدلب,Harim/حارم,Harim/مركز حارم,Harim/حارم,Harim/ حارم,Dalama/ دلاما,"36.213593731, 36.521745569",IS,,135,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.213593731," 36.521745569"
August 2017,SY07,SY0703,SY070301,C4120,CP000415,Idleb/إدلب,Harim/حارم,Dana/دانا,Hezreh - Hezri/حزرة_حرزي,Deir Hassan/ دير حسان,"Al Ghoraba Homs/ غرباء حمص ","36.2246472, 36.7942361",IS,,473,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2246472," 36.7942361"
August 2017,SY07,SY0703,SY070301,C4121,CP000418,Idleb/إدلب,Harim/حارم,Dana/دانا,Sarmada/سرمدا,Sarmada/ سرمدا,Al Rahman/ الرحمن,"36.202867, 36.682187",IS,,70,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.202867," 36.682187"
August 2017,SY02,SY0200,SY020001,C6679,CP000419,Aleppo/حلب,Jebel Saman/جبل سمعان,Atareb/أتارب,Mezanaz/ميزناز,Atareb/ أتارب,Mezanaz Transit/Reception Centre/ مركز استقبال ميزناز,"36.063247,36.860725",TC/RC,,3336,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.063247,36.860725
Not covered,SY07,SY0703,SY070301,C4130,CP000420,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Khan Sheikhon Al Kemawi/ خان شيخون الكيماوي,"36.2862961,36.695995",IS,,504,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2862961,36.695995
April 2018,SY07,SY0703,SY070301,C4131,CP000421,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Al Rayan (Qah) /  (قاح) الريان,"36.2871806,36.7128917",IS,0,428,100,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,do_not_know,0,0,0,0,0,private,pay_rent,26_50_percent,26_50_percent,1_25_percent,yes,0,51_75_percent,51_75_percent,26_50_percent,1_25_percent,1_25_percent,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,55,0,do_not_know,do_not_know,do_not_know,do_not_know,26_50_percent,do_not_know,0,0,0,trucked_water_free wells pipeline,0,27,2,10,10,0,0,0,0,0,0,yes,do_not_know,2,4.5,2,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,1,51_75_percent,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.2871806,36.7128917
April 2018,SY07,SY0703,SY070301,C4131,CP000422,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Shuhada Khan Sheikhon/ شهداء خان  شيخون,"36.2914989,36.708335",IS,0,387,86,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,0,do_not_know,0,0,0,0,0,private,pay_rent,51_75_percent,1_25_percent,1_25_percent,yes,0,51_75_percent,26_50_percent,1_25_percent,do_not_know,do_not_know,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,51_75_percent,do_not_know,0,0,0,trucked_water_free,0,27,2,8,8,0,0,0,0,0,0,yes,do_not_know,2,4.5,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,no,0,0,0,0,0,do_not_know,0,36.2914989,36.708335
April 2018,SY07,SY0703,SY070301,C4131,CP000423,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Salam/ سلام,Mareiwdah/ المريودة,"36.2938467,36.7291922",IS,0,248,50,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.2938467,36.7291922
April 2018,SY07,SY0704,SY070402,C4249,CP000424,Idleb/إدلب,Jisr-Ash-Shugur/جسر الشغور,Darkosh/دركوش,Dorriyeh/الدرية,Darkosh/ دركوش,Al Bonyan/ البنيان,"36.0002828,36.3203489",IS,5000,407,92,4,3,38,28,35,34,37,45,77,78,9,19,registration__ngo,0,yes,SY07,SY0704,SY070400,SY06,SY0603,SY060303,SY06,SY0603,SY060303,fear_of_shelling escalation_of_conflict,0,yes,no,0,0,0,0,0,public,no_rent_no_services,0_percent,0_percent,0_percent,yes,0,100_percent,76_99_percent,100_percent,100_percent,0_percent,solar_energy,0,yes,solar_energy,0,0,0,0,no,no,no,1_25_percent,0_percent,armed_violence aerial_attacks,0,1,7,6,12,0,0,21,6,0,no,no,no,no,0,0,0,0,0,0,0,store_in_camp,0,0,tents,0,110,0,0,0,0,0,0,0,12,0,100_percent,100_percent,100_percent,76_99_percent,100_percent,no,0,0,0,wells,0,30,0,8,8,0,0,0,0,0,0,yes,yes,2,1,1,0,0,yes,no,yes,yes,collective_bin,0,no,no,no,yes,1_25_percent,1_25_percent,0_percent,0_percent,no,0,51_75_percent,no,0,0,0,0,0,0,0,0,0,0,0,no,0,36.0002828,36.3203489
December 2017,SY07,SY0702,SY070200,C3978,CP000431,Idleb/إدلب,Al Ma'ra/معرة النعمان,Ma'arrat An Nu'man/مركز معرة النعمان,Maar Shurin/معرشورين,Maarrat An Numan/ مركز معرة النعمان,Al Wafa (Maarrat An Numan) /  (مركز معرة النعمان) الوفاء,"35.685711,36.765812",IS,5000,360,55,22,16,43,37,35,57,15,17,41,45,14,9,camp_manager,,yes,SY05,SY0503,SY050304,SY03,SY0302,SY030201,SY05,SY0505,SY050501,fear_of_shellling safety_concerns cost_of_living lack_of_access_to_water lack_of_access_to_education lack_of_access_to_food lack_of_acces_to_livelihoods,,yes,yes,community_representatives,,1_25_percent,26-50_percent,26-50_percent,private,no_rent_no_services,0_percent,0_percent,0_percent,yes,to protect IDPs,1_25_percent,1_25_percent,1_25_percent,26_50_percent,100_percent,not_available,,yes,generator,,4,1,0,no,no,yes,0_percent,26-50_percent,aerial_attacks,,17,9,2,12,0,0,17,4,1,no,no,no,yes,food_baskets bread,,daily monthly,,,100,51_75_percent,local_ngo,,2,tents,,65,0,0,0,,0,0,250,15,0,51_75_percent,26_50_percent,76_99_percent,51_75_percent,76_99_percent,yes,diesel,220 lt,heating,trucked_water_purchased,,15,12,0,0,12,0,0,0,0,0,yes,no,30,1000,12,1000,0,yes,no,yes,yes,nearby_dump_site,,yes,no,no,yes,1_25_percent,0_percent,0_percent,26_50_percent,no,5,26_50_percent,no,,,0,0,0,no,,,0,0,0,yes,انشطة تعليم قرأن كريم,35.685711,36.765812
Not covered,SY07,SY0704,SY070402,C4238,CP000432,Idleb/إدلب,Jisr-Ash-Shugur/جسر الشغور,Darkosh/دركوش,Zarzur/زرزور,Darkosh/ دركوش,Al Wafa (Darkosh) /  (دركوش) الوفاء,"35.9665347,36.3400428",IS,,238,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9665347,36.3400428
Not covered,SY02,SY0204,SY020400,C1558,CP000433,Aleppo/حلب,A'zaz/اعزاز,A'zaz/مركز اعزاز,Tatiyeh/طاطية,Azaz/ اعزاز,Al Helal/ الهلال,"36.6355211,37.1083783",IS,,125,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6355211,37.1083783
Not covered,SY07,SY0703,SY070301,C6389,CP000434,Idleb/إدلب,Harim/حارم,Dana/دانا,Bab El Hawa (Dana)/باب الهوى - دانا,Bab Al Hawa/ باب الهوى,Al Bardakli/ البردقلي,"36.2151972,36.7252778",IS,,346,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2151972,36.7252778
Not covered,SY07,SY0703,SY070301,C4129,CP000435,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Al Mansour/ المنصور,"36.2299522,36.7416211",IS,,158,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2299522,36.7416211
Not covered,SY07,SY0703,SY070301,C4129,CP000436,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Al Mazalem/ المظاليم,"36.2497156,36.748545",IS,,204,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2497156,36.748545
Not covered,SY07,SY0703,SY070301,C4129,CP000437,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Al Nour (Deir Hassan) /  (دير حسان) النور,"36.2523694,36.7426917",IS,,434,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2523694,36.7426917
Not covered,SY07,SY0703,SY070301,C4129,CP000438,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Lastom Wahdakom/ لستم وحدكم,"36.2400611,36.7238456",IS,,591,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2400611,36.7238456
Not covered,SY07,SY0703,SY070301,C4129,CP000439,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Morek/ مورك,"36.2478967,36.7435328",IS,,4175,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2478967,36.7435328
Not covered,SY07,SY0703,SY070301,C4129,CP000440,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Nour Al Kheir/ نور الخير,"36.2401517,36.7609806",IS,,736,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2401517,36.7609806
Not covered,SY07,SY0703,SY070301,C4120,CP000441,Idleb/إدلب,Harim/حارم,Dana/دانا,Hezreh - Hezri/حزرة_حرزي,Deir Hassan/ دير حسان,Al Bo Fares/ البوفارس,"36.2438617,36.7901739",IS,,449,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2438617,36.7901739
Not covered,SY07,SY0703,SY070301,C4120,CP000442,Idleb/إدلب,Harim/حارم,Dana/دانا,Hezreh - Hezri/حزرة_حرزي,Deir Hassan/ دير حسان,Al Seraj/ السراج,"36.2368778,36.7848356",IS,,97,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2368778,36.7848356
Not covered,SY07,SY0703,SY070301,C6692,CP000443,Idleb/إدلب,Harim/حارم,Dana/دانا,Mashhad Ruhin/مشهد روحين,Deir Hassan/ دير حسان,Al Hadaba Al Khadra/ الهضبة الخضراء,"36.2695606,36.768565",IS,,392,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2695606,36.768565
Not covered,SY07,SY0703,SY070301,C6692,CP000444,Idleb/إدلب,Harim/حارم,Dana/دانا,Mashhad Ruhin/مشهد روحين,Deir Hassan/ دير حسان,Al Hader/ الحاضر,"36.2779961,36.7462778",IS,,150,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2779961,36.7462778
Not covered,SY07,SY0703,SY070301,C4121,CP000445,Idleb/إدلب,Harim/حارم,Dana/دانا,Sarmada/سرمدا,Sarmada/ سرمدا,Ghetaa Al Rahma2 (Al Kamouneh)/  (غطاء الرحمة2 (الكمونة,"36.1645356,36.7480828",IS,,850,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1645356,36.7480828
Not covered,SY07,SY0703,SY070300,C4115,CP000446,Idleb/إدلب,Harim/حارم,Harim/مركز حارم,Harim/حارم,Harim/ حارم,Al Aman (Harim) /  (حارم) الأمان,"36.2172267,36.5525022",IS,,209,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2172267,36.5525022
April 2018,SY07,SY0704,SY070402,C4253,CP000447,Idleb/إدلب,Jisr-Ash-Shugur/جسر الشغور,Darkosh/دركوش,Zanbaqi/الزنبقي,Darkosh/ دركوش,Aleppo 3/ حلب 3,"36.0094872,36.3795089",IS,20000,693,151,0,2,72,42,29,13,107,110,125,140,21,27,registration__ngo,0,yes,SY02,SY0200,SY020002,SY07,SY0702,SY070202,SY07,SY0704,SY070400,fear_of_shelling escalation_of_conflict,0,yes,no,0,0,0,0,0,public,no_rent_no_services,0_percent,0_percent,0_percent,no,0,26_50_percent,26_50_percent,1_25_percent,51_75_percent,1_25_percent,generator solar_energy,0,yes,generator solar_energy,0,2,0,0,no,no,no,1_25_percent,0_percent,armed_violence,0,5,1,0,19,0,0,22,0,0,no,no,no,no,0,0,0,0,0,0,0,store_in_camp,0,0,tents,0,151,0,0,0,0,0,0,0,5,0,76_99_percent,100_percent,76_99_percent,76_99_percent,76_99_percent,no,0,0,0,wells,0,30,0,3,3,693,0,0,0,0,0,yes,no,3,1,1,90,1,no,no,yes,no,collective_bin,0,no,no,no,yes,0_percent,1_25_percent,0_percent,0_percent,no,0,1_25_percent,no,0,0,0,0,0,no,0,0,0,0,0,no,0,36.0094872,36.3795089
April 2018,SY07,SY0704,SY070402,C4238,CP000448,Idleb/إدلب,Jisr-Ash-Shugur/جسر الشغور,Darkosh/دركوش,Zarzur/زرزور,Darkosh/ دركوش,Al Aman (Darkosh) /  (دركوش) الأمان,"35.9858817,36.3323378",IS,8500,114,441,1,3,35,32,34,24,41,40,101,103,11,16,registration__ngo,0,yes,SY10,SY1002,SY100200,SY06,SY0603,SY060300,SY02,SY0200,SY020002,fear_of_shelling,0,yes,yes,community_representatives,0,0_percent,1_25_percent,76_99_percent,private,pay_rent_and_perform_services,0_percent,0_percent,0_percent,yes,لحماية اطفال المخيم من الخطف,51_75_percent,100_percent,26_50_percent,100_percent,1_25_percent,generator solar_energy,0,yes,national_grid generator,0,4,0,0,no,no,no,51_75_percent,0_percent,armed_violence kidnapping_disappearances,0,6,3,0,4,0,0,4,0,8,no,no,no,no,0,0,0,0,0,0,0,store_in_camp,0,0,tents building,0,100,0,0,6,0,0,0,8,0,0,76_99_percent,100_percent,76_99_percent,100_percent,100_percent,no,0,0,0,trucked_water_free,0,27,0,0,0,114,0,0,0,114,0,no,do_not_know,60,1,4,0,1,yes,no,yes,no,collective_bin,0,yes,no,no,yes,1_25_percent,0_percent,0_percent,0_percent,no,6,1_25_percent,yes,tent,0,1,2,35,no,0,0,0,0,0,no,0,35.9858817,36.3323378
April 2018,SY02,SY0202,SY020203,C1260,CP000449,Aleppo/حلب,Al Bab/الباب,Ar-Ra'ee/الراعي,Ameriyeh (Ar-Ra'ee)/العامرية - الراعي,Al Bab/ الباب,Al Bab Transit/Reception Centre/ مركز استقبال الباب,"36.3697223950001,37.5149251570001",TC/RC,1800,1148,323,0,0,0,0,0,0,0,0,0,0,0,0,registration__ngo,0,yes,SY03,SY0302,SY030200,0,0,0,SY03,0,0,0,0,yes,yes,community_representatives safety_and_security women_committee distribution_committee,0,51_75_percent,0,0,public,no_rent_no_services,100_percent,100_percent,100_percent,no,0,0_percent,100_percent,0_percent,100_percent,100_percent,solar_energy,0,no,0,0,22,0,0,yes,yes,yes,76_99_percent,0,armed_violence,0,0,0,0,0,0,0,0,0,0,no,no,no,yes,food_baskets ready_to_eat_rations cooked_meals bread,0,daily,0,lunch,2000,100_percent,host_community_market local_ngo ingo,0,0,tents other_specify,لدينا 22 خيمة كبير مساحة الخيمة 210 متر مربع مخصص منها 20 خيمة للإقامة المؤقتة وخيمة لتناول الطعام وخيمة لتقديم خدكات الحماية,22,0,0,0,0,0,0,0,0,0,100_percent,100_percent,100_percent,0_percent,100_percent,no,0,0,0,trucked_water_purchased,0,15,65,25,40,65,26,10,16,0,0,yes,yes,0,0,0,0,0,no,0,0,0,collective_bin,0,0,0,0,yes,1_25_percent,0_percent,0_percent,0_percent,no,1,0_percent,0,0,0,0,0,0,0,0,0,0,0,0,no,0,36.3697223950001,37.5149251570001
